Valoper,Uptime,Total Slashes,Tombstoned,Blocks Active,Signed Blocks,Missed Blocks,Proposed Blocks,Delegators,Stake,Self Stake
storyvaloper1n9ft9mx5q0amlwextftwpehxe082sj2sj8tzrk,99.6,0,False,296242,295067,1175,1408,2,119998.0,19998.0
storyvaloper16h45lp8ydnt5e5307n8r3dkzxnvunm548qxpgu,99.6,0,False,296242,295044,1198,1392,2,119995.0,19995.0
storyvaloper1fuxw9xujuw08cw6ujqx6upw6ja8zcerwsdn224,99.58,0,False,296242,294990,1252,1170,2,101024.0,1024.0
storyvaloper1kykx4cc73cwrnqus2rflullfw67mrwdde73xp5,99.55,0,False,296242,294910,1332,1397,2,119999.0,19999.0
storyvaloper12s2acumq6ycr80jycpt2hzq94xqgtehv2dz8h2,99.54,0,False,699443,696214,3229,68318,3,507025.0,6000.0
storyvaloper1wjl6dzufze67r7rpx5ta2z7kxeeva4h2sawxa8,99.5,0,False,296242,294765,1477,1398,2,119924.0,19924.0
storyvaloper1l3t54lspt8pwxzfncg8t5flx4yarkjlj0tpc53,99.5,0,False,296242,294775,1467,1421,2,119948.0,19948.0
storyvaloper1pjfazvhc93m5s7jyx4md36nxxllmhedkt77wc7,99.48,0,False,296242,294711,1531,1401,2,119924.0,19924.0
storyvaloper1k9sq4wgtq4u5yztk2fhkuaygnz0q8wqqkjc88j,99.46,0,False,120045,119402,643,428,1,60880.0,60880.0
storyvaloper1c74pd36ddkr7kk3jtrxw9qhck6v4gn2cdtg3m4,99.46,0,False,296242,294655,1587,1397,2,120000.0,20000.0
storyvaloper1l6gpgqmucdn7yyuvdyeph74cgs2f7k66u60hq6,99.33,0,False,699443,694771,4672,68020,3,507024.0,6000.0
storyvaloper14n0ksrhhk2zdrypculd4zuaa64j4cueczq5xhm,99.31,0,False,296242,294208,2034,1379,2,119999.0,19999.0
storyvaloper1mrgqjazkfmdj3e2tj4facwkshlzqym3h4g9tan,99.01,0,False,296242,293299,2943,1397,2,119999.0,19999.0
storyvaloper1u2vlklgdfjnah2ll7gghp2cvw4j7x7asynxxdn,98.95,0,False,296242,293131,3111,1384,2,119999.0,19999.0
